Restaurant,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot,Reviews,Amenities,Amenity_Count
61.2139402,Ronnie 2,-149.7341088,"924 Muldoon Rd, Anchorage, AK 99504, United States",ChIJxcDwQqKWyFYRIkTmj-QO59A,/biz/ronnie-2-anchorage?osq=Restaurants,0.042489069752138,3.9,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,167,"Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Moderate Noise
Casual Dress
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Free Wi-Fi
Beer & Wine Only
TV
No Outdoor Seating
Dogs Not Allowed
Bike Parking",18
61.1450216,Royal Thai,-149.877596,"219 E Dimond Blvd, Anchorage, AK 99515, United States",ChIJo8tardOZyFYRxcEVCLuXau0,/biz/royal-thai-anchorage-2?osq=Restaurants,0.136792057585658,4.6,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,68,"Offers Delivery
Offers Takeout
Many Vegetarian Options
Accepts Credit Cards
Casual, Intimate
TV
No Waiter Service",6
61.1954793,Rush Espresso - Northern Lights,-149.8975673,"709 W Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJ4dkH09qXyFYResqf1PL08k8,/biz/rush-espresso-northern-lights-anchorage?osq=Restaurants,0.0470337009854543,3.9,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1,21,"Offers Delivery
Offers Takeout
No Reservations
Not wheelchair accessible
Accepts Credit Cards
Moderate Noise
Free Wi-Fi
Dogs Allowed
No Outdoor Seating
Not Good For Groups
Not Good For Kids
Not Good For Working
No Alcohol
No TV
No Bike Parking",10
61.2177101,Russian Eats,-149.9018781,"434 K St, Anchorage, AK 99501, United States",ChIJwYObdTy9yFYRziWn7UvkTFE,/biz/russian-eats-anchorage?osq=Restaurants,0.114783517646946,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,2,"Offers Takeout
Private Lot Parking",2
61.1951164,Rustic Goat,-149.9356201,"2800 Turnagain St, Anchorage, AK 99517, United States",ChIJo4KFq2C9yFYR1xm_rygB5Kc,/biz/rustic-goat-anchorage?osq=Restaurants,0.172518005503763,3.6,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0,486,"Takes Reservations
Offers Takeout
No Delivery
Vegan Options
Wheelchair accessible
Accepts Credit Cards
Outdoor Seating
Hipster, Trendy, Classy
Loud
Good for Groups
Good for Lunch, Dinner, Dessert
Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
Offers Catering
Not Good For Kids
Not Good For Working
Dogs Not Allowed
No TV
Bike Parking",18
61.2286525,Ryuu Bowl,-149.7423992,"1142 N Muldoon Rd #120, Anchorage, AK 99504, United States",ChIJgYuJVNCVyFYRKHxYnVYZ5fk,/biz/ryuu-bowl-anchorage-2?osq=Restaurants,0.114312043299573,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,42,"Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Offers Catering
Free Wi-Fi
Offers Military Discount
No Outdoor Seating
No Alcohol",8
61.1461332,Saint Coyote,-149.8814296,"135 W Dimond Blvd #111, Anchorage, AK 99515, United States",ChIJG5Ti6_iZyFYR-BOeAfCw9AA,/biz/saint-coyote-anchorage-3?osq=Restaurants,0.153319848667855,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,91,"Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Classy
Waiter Service
Free Wi-Fi
Full Bar
TV
No Outdoor Seating
No Happy Hour
No Bike Parking",11
61.1932192,Sami's City Diner,-149.9136468,"3000 Minnesota Dr, Anchorage, AK 99503, United States",ChIJw5cWm96XyFYRD6XTTfJMFjI,/biz/sami-s-city-diner-anchorage?osq=Restaurants,0.042788686815748,3.4,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,1,290,"Takes Reservations
Offers Delivery
Offers Takeout
Wheelchair accessible
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch
Private Lot Parking
Waiter Service
TV
Offers Military Discount
No Outdoor Seating
Offers Catering
No Wi-Fi
No Happy Hour
No Alcohol
Dogs Not Allowed
Bike Parking",19
61.2183852,Sandwich Deck,-149.9018294,"400 K St, Anchorage, AK 99501, United States",ChIJ6VAwT4G9yFYRrQ_T_scfZLA,/biz/sandwich-deck-anchorage-2?osq=Restaurants,0.120923929029047,3.8,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,1,95,"Offers Takeout
No Reservations
No Delivery
Many Vegetarian Options",2
61.1680606,Sara's Sandwiches,-149.8973535,"5841 Arctic Blvd, Anchorage, AK 99518, United States",ChIJ0V_TRoyXyFYR1gIjP_WcRnY,/biz/saras-sandwiches-anchorage?osq=Restaurants,0.0771440545569437,3.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,60,"Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Private Lot Parking
Free Wi-Fi
No Outdoor Seating
No Waiter Service
No Happy Hour
No Alcohol
No Drive-Thru
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
No Private Dining
No Bike Parking",12
61.192562,Saverio's Pizzeria,-149.873873,"530 E Benson Blvd, Anchorage, AK 99503, United States",ChIJjXvzAMiXyFYR3o6gJkT3ORE,/biz/saverios-pizzeria-anchorage-2?osq=Restaurants,0.139487411891088,4.6,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,149,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options",3
61.14568,Seoul Casa,-149.8692499,"601 E Dimond Blvd #6th, Anchorage, AK 99515, United States",ChIJJcOb6X6ZyFYRwx07-x1oDas,/biz/seoul-casa-anchorage?osq=Restaurants,0.188405725745764,4.5,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1,274,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options
Accepts Credit Cards
Casual, Trendy
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking
Waiter Service
Free Wi-Fi
TV
No Outdoor Seating
No Drive-Thru
Dogs Not Allowed",13
61.1954676,Serrano's Mexican Grill,-149.8801407,"201 E Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJH0A8uciXyFYRQvUedUNWEEU,/biz/serranos-mexican-grill-anchorage?osq=Restaurants,0.141744735975226,3.9,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0,270,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Full Bar
TV
Open to All
No Wi-Fi
Dogs Not Allowed
Bike Parking
Provides reusable tableware",20
61.1407056,Seward's Folly Bar & Grill,-149.8466362,"1811 Abbott Rd, Anchorage, AK 99507, United States",ChIJcZK6gt6ZyFYRQzE1qsaXOzg,/biz/sewards-folly-bar-and-grill-anchorage?osq=Restaurants,0.112984393456824,4.9,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,245,"Takes Reservations
Offers Takeout
No Delivery
Vegan Options
Many Vegetarian Options
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Brunch, Lunch, Dinner, Dessert
Private Lot Parking
Free Wi-Fi
Best nights on Thursday, Friday, Saturday
Full Bar
TV
Offers Catering
Not Good For Dancing
No Pool Table
Bike Parking",22
61.1382213,Shanghai Tea Garden,-149.9526185,"9150 Jewel Lake Rd, Anchorage, AK 99502, United States",ChIJr2GXymmYyFYRRXBomeuRz_E,/biz/shanghai-tea-garden-anchorage-3?osq=Restaurants,0.0211406066908562,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,70,"Takes Reservations
Offers Delivery
Offers Takeout
Wheelchair accessible
Accepts Credit Cards
Classy
Good for Groups
Good For Kids
Free Wi-Fi
Beer & Wine Only
TV
No Outdoor Seating
No Waiter Service
Dogs Not Allowed
Provides reusable tableware",12
61.1383083,Siam Cuisine,-149.9157768,"1911 W Dimond Blvd, Anchorage, AK 99515, United States",ChIJLfUm1jeYyFYRtrJKmtzSPcU,/biz/siam-cuisine-anchorage?osq=Restaurants,0.0709300500298823,4.1,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,137,"Takes Reservations
Offers Takeout
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Casual
Quiet
Offers Catering
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
TV
Gender-neutral restrooms
No Outdoor Seating
Dogs Not Allowed
Bike Parking",17
61.1930586,Silk,-149.8749186,"500 E Benson Blvd Suite 114, Anchorage, AK 99503, United States",ChIJXdmxDsiXyFYRlm04VUjC4KA,/biz/silk-anchorage-3?osq=Restaurants,0.109700941580807,3.7,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1,99,"Takes Reservations
Offers Delivery
Offers Takeout
Wheelchair accessible
Accepts Credit Cards
Accepts Cryptocurrency
Classy
Quiet
Offers Catering
Good for Groups
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Beer & Wine Only
TV
No Outdoor Seating
Not Good For Kids
No Happy Hour
Dogs Not Allowed
No Heated Outdoor Seating
No Covered Outdoor Seating
No Bike Parking",17
61.1738418,Silver Gulch Brewing & Bottling,-149.9828571,"5000 W International Airport Rd, Anchorage, AK 99502, United States",ChIJ63i4ibGiyFYRxLQSk3B4Jek,/biz/silver-gulch-brewing-and-bottling-anchorage-2?osq=Restaurants,0.051246033491224,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0,198,"Offers Takeout
Walk-ins Welcome
No Reservations
No Delivery
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Casual
Moderate Noise
Good for Groups
Good for Brunch, Lunch, Dinner, Late Night
Garage Parking
Waiter Service
Full Bar
Dogs Allowed
TV
No Outdoor Seating
Offers Catering
Not Good For Kids
No Wi-Fi
No Bike Parking",17
61.2179842,Simon & Seafort's Saloon & Grill,-149.9043854,"420 L St, Anchorage, AK 99501, United States",ChIJn5_VXoG9yFYR9CeiXUVguBc,/biz/simon-and-seaforts-saloon-and-grill-anchorage-2?osq=Restaurants,0.327544027725035,3.9,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,1132,"Takes Reservations
Offers Delivery
Offers Takeout
Keto Options",4
61.1712348,Sis's Cafe & Catering,-149.8672403,"5445 Old Seward Hwy #4, Anchorage, AK 99518, United States",ChIJdfx12puXyFYRfAsUdsYiGeE,/biz/siss-cafe-and-catering-anchorage?osq=Restaurants,0.0085634955751444,4.2,99518,21,6234,58.1,1,0,259,2.4,0,553,5.2,0,1298,12.1,1,192,1.8,0,587,21.2,0,3.0,0,84045,0,1,0,43,"Offers Delivery
Offers Takeout
No Reservations
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Quiet
Offers Catering
Private Lot Parking
Free Wi-Fi
Not Good For Groups
Not Good For Kids
No Alcohol
No TV
Bike Parking",12
61.1279875,Smashed,-149.8850755,"317 W 104th Ave, Anchorage, AK 99515, United States",ChIJ91kVe7eZyFYR40E_97OLTwE,/biz/smashed-anchorage?osq=Restaurants,0.190938774912792,4.2,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,0,5,,0
61.2092802,Smokehouse BBQ,-149.7780386,"5500 DeBarr Rd, Anchorage, AK 99504, United States",ChIJ4bIz5IyWyFYRl_g5Ocv82hE,/biz/smokehouse-bbq-anchorage-3?osq=Restaurants,0.100719737470743,4.8,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,5,"Offers Delivery
Offers Takeout",2
61.2184456,Snow City Cafe,-149.9033811,"1034 W 4th Ave, Anchorage, AK 99501, United States",ChIJQcnnU4G9yFYRRfrr7uDX1Rs,/biz/snow-city-cafe-anchorage?osq=Restaurants,0.410760289354713,4.3,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,1,2194,"Offers Delivery
Offers Takeout
No Reservations
Vegan Options",3
61.1972495,So Thai,-149.905755,"2602 Spenard Rd, Anchorage, AK 99503, United States",ChIJefhoLNqXyFYRfh1isWuhSn4,/biz/so-thai-anchorage-2?osq=Restaurants,0.154599578413665,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,183,"Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Outdoor Seating
Casual
Offers Catering
Good for Groups
Good For Kids
Good for Lunch
Waiter Service
TV
Asian-owned
Women-owned
No Wi-Fi
No Happy Hour
No Alcohol
Bike Parking",18
61.1975987,Sorrento's Restaurant,-149.8705824,"610 E Fireweed Ln, Anchorage, AK 99503, United States",ChIJeQn9hcmXyFYRaiu1ZpMm4nI,/biz/sorrentos-restaurant-anchorage?osq=Restaurants,0.144102204708238,4.2,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,0,151,"Offers Delivery
Offers Takeout
No Reservations
Limited Vegetarian Options
Wheelchair accessible
Accepts Credit Cards
Casual, Intimate, Romantic
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Dinner
Private Lot Parking
Waiter Service
Beer & Wine Only
No Outdoor Seating
Offers Catering
No Wi-Fi
Dogs Not Allowed
No TV
No Bike Parking",15
61.1199527,South Restaurant + Coffeehouse,-149.8678209,"11124 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJQ9HO7JWZyFYRgaZzV-u0ARM,/biz/south-restaurant-coffeehouse-anchorage?osq=Restaurants,0.174191378311839,3.9,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,607,"Takes Reservations
Offers Delivery
Offers Takeout
Vegan Options
Wheelchair accessible
Accessible parking near entrance
ADA-compliant main entrance
No steps or stairs
ADA-compliant restroom
QR code menus available
Closed captioning on TVs
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Trendy, Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch, Dessert
Private Lot Parking
Waiter Service
Free Wi-Fi
Full Bar
Private Dining
Open to All
Not Good For Working
No Happy Hour
No Drive-Thru
Dogs Not Allowed
No TV
No Heated Outdoor Seating
No Covered Outdoor Seating
Bike Parking
Bring your own container allowed
Compostable containers available
Provides reusable tableware",32
61.1097545,Southside Bistro,-149.8575437,"1320 Huffman Park Dr, Anchorage, AK 99515, United States",ChIJGRTkk5qZyFYRBhIaNXe6448,/biz/southside-bistro-anchorage-2?osq=Restaurants,0.15744722860405,4.2,99577,13,22970,84.0,1,1,425,1.6,0,638,2.3,0,588,2.2,0,175,0.6,0,1801,39.0,1,3.5,1,111388,1,1,0,166,"Takes Reservations
Offers Takeout
No Delivery
Accepts Credit Cards
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Dinner
Private Lot Parking
Waiter Service
Best nights on Saturday
Beer & Wine Only
TV
No Outdoor Seating
Offers Catering
Not Good For Dancing
No Wi-Fi
No Bike Parking",15
61.1038368,Southside Grill,-149.8582864,"12870 Old Seward Hwy, Anchorage, AK 99515, United States",ChIJiWQnZYOZyFYRIQzrRurQ_YU,/biz/southside-grill-anchorage?osq=Restaurants,0.17712430669059,4.5,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,0,163,"Offers Takeout
No Reservations
No Delivery
Vegan Options
Many Vegetarian Options
Wheelchair accessible
Accessible parking near entrance
No steps or stairs
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Breakfast, Brunch, Lunch
Private Lot Parking
Waiter Service
No Outdoor Seating
Offers Catering
No Wi-Fi
No Alcohol
Dogs Not Allowed
No TV
Bike Parking
Provides reusable tableware",18
61.1858061,Spenard Joe's,-149.9181189,"3831 Spenard Rd, Anchorage, AK 99517, United States",ChIJtR66pd-XyFYRXOCR1-J9sew,/biz/spenard-joes-anchorage?osq=Restaurants,0.130822581906029,5.0,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,11,,0
61.1954476,Spenard Roadhouse,-149.9031382,"1049 W Northern Lights Blvd, Anchorage, AK 99503, United States",ChIJFRAGpNuXyFYRudEsUXaA4Ys,/biz/spenard-roadhouse-anchorage?osq=Restaurants,0.25652465852078,4.1,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,752,"Offers Delivery
Offers Takeout
Walk-ins Welcome
No Reservations
Vegan Options
Many Vegetarian Options
Wheelchair accessible
ADA-compliant main entrance
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Accepts Cryptocurrency
Outdoor Seating
Casual
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Lunch, Dinner
Street Parking, Private Lot Parking
Waiter Service
Free Wi-Fi
Best nights on Thursday, Saturday, Sunday
Full Bar
Gender-neutral restrooms
Open to All
Offers Catering
Not Good For Dancing
No Pool Table
No Happy Hour
No Smoking
Dogs Not Allowed
No TV
No Covered Outdoor Seating
No Private Dining
Bike Parking
Compostable containers available
Plastic-free packaging
Provides reusable tableware",31
61.2194904,Spinz Pollo A La Brasa,-149.8229577,"3024 Mountain View Dr #108, Anchorage, AK 99501, United States",ChIJtcnxcP2XyFYRbufmn6pI-p4,/biz/spinz-pollo-a-la-brasa-anchorage?osq=Restaurants,0.158773004232116,4.0,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,12,"Offers Delivery
Offers Takeout
Classy
Private Lot Parking",4
61.1441745,"Suite 100 Restaurant, Bar & Lounge",-149.8627901,"1000 E Dimond Blvd #100, Anchorage, AK 99515, United States",ChIJ59Y8sdCZyFYRx9_A_xli1rY,/biz/suite-100-restaurant-bar-and-lounge-anchorage?osq=Restaurants,0.128855640450365,3.7,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,218,"Takes Reservations
Offers Takeout
No Delivery
Many Vegetarian Options
Accepts Credit Cards
Classy
Moderate Noise
Offers Catering
Good for Groups
Good For Kids
Good for Dinner
Private Lot Parking
Waiter Service
Full Bar
TV
No Outdoor Seating
No Wi-Fi
Bike Parking",15
61.21737,Sullivan's Steakhouse,-149.8878299,"320 W 5th Ave, Anchorage, AK 99501, United States",ChIJH0jnvSmWyFYRdQxPRZNOK8s,/biz/sullivans-steakhouse-anchorage-2?osq=Restaurants,0.12551892143929,3.4,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,1,426,"Takes Reservations
Offers Delivery
Offers Takeout
Many Vegetarian Options",4
61.1755446,Sushi On The Fly,-149.9835847,"5000 W International Airport Rd, Anchorage, AK 99502, United States",ChIJnfzlt7OiyFYRHX499dENNR0,/biz/sushi-on-the-fly-anchorage?osq=Restaurants,0.160540587146763,4.0,99502,7,15845,62.8,1,1,588,2.3,0,2954,11.7,1,2149,8.5,0,516,2.0,0,1161,25.2,0,5.4,1,94355,1,1,0,55,"Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Accepts Cryptocurrency
Casual
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Lunch, Dinner
Garage Parking
Waiter Service
Free Wi-Fi
Full Bar
TV
Offers Military Discount
No Outdoor Seating
Offers Catering
No Bike Parking",17
61.1888211,Sushi Ya,-149.8675676,"3501 Old Seward Hwy, Anchorage, AK 99503, United States",ChIJOyWARdeZyFYR1U_9kBxkuRc,/biz/sushi-ya-anchorage?osq=Restaurants,0.117727805559909,3.6,99517,15,10461,66.2,1,1,581,3.7,0,1160,7.3,1,1605,10.2,1,259,1.6,0,1255,47.1,1,6.4,1,82619,0,1,1,169,"Takes Reservations
No Delivery
No Takeout
Many Vegetarian Options
Accepts Credit Cards
Casual, Trendy, Intimate
Moderate Noise
Casual Dress
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
Free Wi-Fi
Best nights on Friday
Happy Hour Specials
Beer & Wine Only
TV
No Outdoor Seating
Offers Catering
Dogs Not Allowed
Bike Parking",17
61.1883046,Sweet Caribou,-149.8965978,"701 W 36th Ave #19, Anchorage, AK 99503, United States",ChIJy_aGscOXyFYRFrH_k3JqUOA,/biz/sweet-caribou-anchorage?osq=Restaurants,0.0671600682760137,4.7,99501,58,9223,57.8,1,0,1150,7.2,1,2000,12.5,1,1059,6.6,0,520,3.3,1,1160,34.8,0,7.2,1,61509,0,1,0,90,"Estimated Health Score100 out of 100
Powered by Health Department Intelligence
Offers Delivery
Offers Takeout
No Reservations
Wheelchair accessible
Accepts Credit Cards
Accepts Apple Pay
Accepts Cryptocurrency
Offers Catering
Free Wi-Fi
TV
No Outdoor Seating
No Waiter Service
No Alcohol
Bike Parking",10
61.2310983,Taco King,-149.8736453,"848 E Loop Rd, Anchorage, AK 99501, United States",ChIJqa3BVPW9yFYRU0lpLOAULeI,/biz/taco-king-anchorage?osq=Restaurants,0.108117504290047,3.5,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,0,174,"Offers Delivery
Offers Takeout
No Reservations
Many Vegetarian Options
Accepts Credit Cards
Accepts Apple Pay
Casual
Moderate Noise
Good for Groups
Good For Kids
Good for Lunch, Dinner
Private Lot Parking
TV
No Outdoor Seating
Offers Catering
No Waiter Service
No Wi-Fi
No Alcohol
No Bike Parking",13
61.1746935,Taste of India,-149.8971209,"5011 Arctic Blvd I, Anchorage, AK 99503, United States",ChIJjVxi_OKXyFYRfROqcoUrb18,/biz/taste-of-india-anchorage?osq=Restaurants,0.150873228744997,4.6,99507,22,20110,55.2,1,0,1159,3.2,0,3042,8.4,1,6913,19.0,1,623,1.7,0,2127,30.2,0,4.7,1,88485,0,1,1,64,"Offers Delivery
Offers Takeout
Vegan Options
Private Lot Parking",4
61.21768,Tasty Traveler,-149.8869764,"245 W 5th Ave STE 106, Anchorage, AK 99501, United States",ChIJb6tTqSmWyFYR0ysKCl4Gu4k,/biz/tasty-traveler-anchorage?osq=Restaurants,0.0305639225902962,5.0,99515,39,15252,68.6,1,1,471,2.1,0,1002,4.5,0,1635,7.4,0,711,3.2,1,1098,39.0,1,4.0,1,106755,1,0,1,5,"Takes Reservations
Offers Takeout
No Delivery
Accepts Credit Cards
Good For Kids
Not Good For Groups
Bike Parking",6
61.1927,Tatilani,-149.9068226,"3002 Spenard Rd #101, Anchorage, AK 99503, United States",ChIJbdNKXLiXyFYRkV_zwbVY8LU,/biz/tatilani-anchorage-2?osq=Restaurants,0.190615824138784,4.4,99503,93,6167,47.4,0,0,1429,11.0,1,1206,9.3,1,1859,14.3,1,155,1.2,0,990,36.1,0,7.9,1,63338,0,0,1,34,"Takes Reservations
Offers Takeout
Vegan Options
Wheelchair accessible
Accepts Credit Cards
Accepts Android Pay
Accepts Apple Pay
Outdoor Seating
Classy
Offers Catering
Waiter Service
Free Wi-Fi
TV
Open to All
No Happy Hour
No Alcohol
No Bike Parking",14
